body,label
"Subject: hi  do you want to make $ 1000 or more per week ?  if you are a motivated and qualified individual - i  will personally demonstrate to you a system that will  make you $ 1 , 000 per week or more ! this is not mlm .  call our 24 hour pre - recorded number to get the  details .  801 - 296 - 4210  i need people who want to make serious money . make  the call and get the facts .  invest 2 minutes in yourself now !  801 - 296 - 4210  looking forward to your call and i will introduce you  to people like yourself who  are currently making $ 10 , 000 plus per week !  801 - 296 - 4210",spam
"Subject: cornhusker 5 / 01
daren :
please enter the demand charge on deal 384258 for the may 2001 tenaska iv sale . mike olsen ' s spreadsheet has $ 2 , 069 , 556 . 32 . i already have the agency fee on deal 514353 .
thanks ,
megan
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 06 / 05 / 2001 11 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : michael olsen / enron @ enronxgate on 06 / 05 / 2001 11 : 42 am
to : megan parker / corp / enron @ enron
cc :
subject : cornhusker",legitimate
"Subject: it support for research weather group  mark ,  first let me say thank you for your assistance in making it possible for meteorologists tony hamilton and stephen bennett to hit the groung running this week when they came over to london from houston . when we came into our offices in houston monday morning , tony and steve had already gathered and analyzed their data , prepared reports and were ready for the avistar briefings ! the cross - atlantic communication and data - sharing and manipulation went seamlessly ! we have great expectations for continued synergy with this new set - up .  the research weather group is excited about our expanded responsibilities in london . we are committed to maximizing the value added we can provide to the weather derivatives , crude & products , uk trading , continental power , and analytics efforts . we are , however , also extremely dependent on computers and communication , associated software and peripherals . plus the datastreams we acces",legitimate
"Subject: risk management meeting at georgia tech  you are welcome to attend the following meeting in the area of quantitative  and computational finance and risk management in the mrc auditorium on  the georgia tech campus from 1 pm to 6 pm on friday , march 30 th .  there will be five speakers that will give presentations on a variety of  topics .  dr . curt hunter , research director , federal reserve bank of chicago  dr . mary mathewes kassis , associate director ,  georgia state university economic forecasting center  dr . alan white , professor of finance , university of toronto , and  mr . pete van amson , cfa , cpa , vice president , product management ,  sungard trading and risk systems  dr . dennis wong , vice president , quantitative finance ,  bank of america securities  there is no charge for the event .  this will be the inaugural meeting of the atlanta chapter of the global  association of risk professionals ( garp ) . you need not be a member of garp  to attend the meeti",legitimate
"Subject: neon
here are the verses . see you tonight . love , me
- scripture . doc",legitimate
"Subject: cp name change / merger list for 2 / 2000
this is the final list for february 2000 for counterparty name changes and
mergers .
name overlay only -
the counterparty name will be overlaid with the new name on tuesday ( 2 / 29 )
afternoon .
to be inactivated 3 / 1 / 00 -
records to be inactivated will be done 3 / 1 / 00 . if this is an issue for
anyone , please call me right away to discuss .
all documentation will be copied and forwarded as usual .
thanks ! mc",legitimate
"Subject: load forecasting project schedule  based on the discussions we had on monday , august 14 th , the preliminary  project timeline shown below , and your request that some gas supply planning  personnel be available to review and assist with the work :  data collection : august 15 to september 14  model design and building : september 15 to october 14  interface design and building : october 15 to november 15  gas supply planning proposes the following schedule for visits to houston :  ketra schmitt : september 18 , 19 , 20 ( model structure )  john wirick : october 23 , 24 , 25 ( model test and interface basics )  jake norment : november 6 , 7 , 8 ( interface refinement )  we understand that we should fly into houston international and stay at  either the hyatt downtown or the doubletree to be near the enron office at  1400 smith street .  looking forward to an interesting and successful project .  john p . wirick , jr .  ext . 4910  the information transmitted is intended only ",legitimate
"Subject: transport model  andy ,  the scale effect in the transport model can be explained .  i use a european option to do the illustration .  i raise the underlying and strike price by the same amount , use the fuel  percentage to adjust the strike .  the net result is the intrinsic value decreases as the level goes up .  if the fuel percentage is not very high , the option premium actually  increases with the level , although the  intrinsic value decreases .  if the fuel percentage is very high ( > 8 % ) , then we see a decreasing option  price .  in the transport deal , fuel change is often below 5 % , so you will not see a  decreasing spread option price  when nymex moves up . so i think the transport model still does what it  should do .  zimin  in the following exmaple , i used r = 6 % , vol = 20 % , t = 100 days , see spreadsheet  for details .  - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 10 / 20 / 2000 01 : 24 pm  - - - - - - - - - - - - - ",legitimate
"Subject: cleburne imbalance
daren - -
bad news . . . . . the cleburne imbalance is out of control . you might want to start some payback to lonestar . lonestar ' s estimates for the accumulative imbalance at the beginning of may was 140 . 0 due them , now i guess their actuals came in and now at the beginning of may shows 214 . 0 due them . i am waiting to hear back from lisa with lonestar to see why there is such a big discrepancy . through the 16 th , her updated estimates reflect an imbalance of 240 . 0 due them . . . . the plant continues to overpull , our nom to the plant which is not all 45 . 0 due to brazos ' take .
let me know what you want to do .
mark",legitimate
"Subject: program posted  hello all ,  the program for next week ' s conference is posted at the following address :  we have lots of fun stuff planned to go with the serious so come prepared  for a great weekend .  john  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",legitimate
Subject: request submitted : access request for sandeep . kohli @ enron . com  you have received this email because the requester specified you as their  manager . please click  approval to review and act upon this request .  request id : 000000000025312  request create date : 3 / 23 / 01 9 : 52 : 03 am  requested for : sandeep . kohli @ enron . com  resource name : visual studio enterprise  resource type : applications,legitimate
"Subject: meet women in your area that want to f : u : c : k !
htmlhead / headbodycenterfont size = + 0 face = arial
a href = http : / / www . datenicegirl . com / open . htmlimg src = http : / / www . datenicegirl . com / pics / aml . gif / a
font size = - 2 color = white beagle caroline tlargent algernon petra nect bedrock klein / b sdostrow ttteucht msidqi beck dylan mjauricc dane nkatimba
eaaronso schank calamity clementi mailman success 5 barney leecheve supriyo macedon
/ fontbrget off this list by going a href = http : / / www . datenicegirl . com / nothanks / nothanks . phphere / a . or write to 18313 craig park ct . st . louis , mo 63146 / body / html",spam
"Subject: correction : risk and purchasing meeting - - august 8 th  correction - - - this meeting is being held on august 8 th ( not aug . 9 th ) sorry  for the mistake .  kristin j . harrelson  enron broadband services , inc .  procurement , logistics , and contracts  1400 smith , suite eb - 4573 a  houston , tx 77002  phone : 713 . 853 . 6814  fax : 713 . 646 . 8582  cell : 713 . 594 . 1385  kristin harrelson  07 / 28 / 00 12 : 54 pm  to : denise bradley / enron communications , eric merten / enron communications ,  jim mandis / enron communications , michael moore / enron communications , paula  corey / enron communications , richard weeks / enron communications , tobin  carlson / enron communications  cc : diane cutsforth / enron communications @ enron communications , shirley  crenshaw / hou / ect @ ect , vince j kaminski / hou / ect @ ect  subject : risk and purchasing meeting  due to time constraints on mr . kaminski ' s schedule during the time that you  all are in town from por",legitimate
"Subject: amazingg  hello , welcome to ph unavoidable armonline sh breakneck op  - one of the l handful eading oniine pharmaceutical shops  bondman v  distinct g  a interrupter l  l herbalist l  distributary la  ensoul rac plagiary l  i stress s alkalimetry va  dislodge um  andmanyother .  - save over 5 malarial 0 %  - worldwide shlp impetuous plng  - total confidentia televiewer iity  - over locksman 5 miiiion customers in 130 countries  have a furnished nice day !",spam
"Subject: re : hotel for the wharton trip  i ' m not sure i ' m going to make it to phila because of prc . i will advise  next week . also , can you tell me paula ' s last name that we rode with the  other day when you all took me to the airport ? thanks .  vince j kaminski  11 / 20 / 2000 04 : 34 pm  to : jennifer burns / hou / ect @ ect  cc : jeffrey a shankman / hou / ect @ ect , vince j kaminski / hou / ect @ ect ,  piazzet @ wharton . upenn . edu  subject : hotel for the wharton trip  jennifer ,  this is the address of the hotel within a walking distance to the wharton  school .  please , make the reservation for jeff shankman at this hotel for the december  the 6 th meeting .  vince kaminski  http : / / www . innatpenn . com / contact . html  the inn at penn  sansom common , 3600 sansom street  philadelphia , pa . 19104  phone : 1 - 800 - 809 - 7001  fax : 215 - 222 - 4600  please , mention that the stay is related to the university business  when making the reservation .  tom pia",legitimate
"Subject: meter 9750 , mustang / eagle common point
production at the meter should be about 800 / day more than was listed on the
nomination for the month of september . mjj",legitimate
"Subject: off site with john griebling ' s optical network engineers  hi shirley , please give me a few dates form end of march to first week in  april to do an offsite for vince ' s direct reports ( including myself ) and  selected ebs research people . this includes , vince direct report from our  research group and the following people from ebs research :  ravi , stinson , samer , chinowee .  the agenda will include : research people giving several mini presentations on  trading , market development ( history of nat gas , electricity , etc . ) , pricing ,  etc . . .  john ' s people will do similar mini presentations on optical network  engineering , optical components , provisioning , telecom markets , pricing ,  etc . . . .  if scott yeager can make it , he will do his magic via quick motivational  speech on the vision of ebs , etc . .  it is will be strictly technical to technical professional meeting to get to  know each others group . so , do not include others unles stinson or ",legitimate
"Subject: hpl nom for april , 2001
( see attached file : hplno 410 . xls )
- hplno 410 . xls",legitimate
"Subject: enron / hpl actuals for february 1 , 2001
teco tap 30 . 000 / enron",legitimate
"Subject: today ' s gathering  hello , vince !  i was planning to stop by damian ' s this evening , but i think i ' ll go home  instead . i ' ve contracted a sneezy cold , and i don ' t want to spread it around  anymore than i already have .  thank you for putting this together . i ' ll have to make the one in january  for sure !  sam",legitimate
"Subject: 
do you ejakulate before or after a _ few minutes of intercourse ?
then you have to read this important new info !
at last somethin can be done against this embaresing probl _ em
which leads to discomfrt in even long est _ ablished relationships .
if you have the balls to read on . . . come here .
no _ thnks -",spam
"Subject: rotation of leandro "" roy "" ibasco  hello celeste :  plans are in the works to rotate roy ibasco from the research group into  henry arora ' s group . vanessa carranza is handling the churn request . i am  not sure of the rotation date , but we need his desk by the 15 th for gwyn  koepke .  you probably already know all of this , but just in case .  shirley  3 - 5290",legitimate
"Subject: failure notice  hi . this is the qmail - send program at mail . globalhosting . com .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  sorry , no mailbox here by that name . vpopmail ( # 5 . 1 . 1 )  - - - enclosed are the original headers of the message .  content - type : message / rfc 822  return - path :  received : ( qmail 93914 invoked by uid 399 ) ; 19 jul 2005 11 : 18 : 55 - 0000  received : from unknown ( helo ml . dnsix . com ) ( 63 . 251 . 171 . 164 )  by mail . globalhosting . com with smtp ; 19 jul 2005 11 : 18 : 55 - 0000  received : from [ 61 . 106 . 118 . 27 ] ( helo = mailwisconsin . com )  by ml . dnsix . com with smtp ( exim 4 . 44 )  id ldupnn - 0002 ud - uo  for distltmich @ compusep . com ; tue , 19 jul 2005 03 : 58 : 20 - 0700  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  ",spam
"Subject: . . . if you ' re looking for the lowest software prices on the web , you just found them !  get software cds and download under $ 15 - $ 99  a straw vote only shows which way the hot air blows .  poverty is the parent of revolution and crime .",spam
"Subject: fwd : mark - to - market  return - path :  received : from rly - ygol . mx . aol . com ( rly - ygol . mail . aol . com [ 172 . 18 . 147 . 1 ] ) by  air - ygo 5 . mail . aol . com ( v 67 _ bl . 21 ) with esmtp ; fri , 28 jan 2000 18 : 00 : 52 - 0500  received : from mailman . enron . com ( mailman . enron . com [ 192 . 152 . 140 . 66 ] ) by  rly - ygol . mx . aol . com ( v 67 _ bl . 21 ) with esmtp ; fri , 28 jan 2000 18 : 00 : 36 - 0500  received : from dservl . ect . enron . com ( dservl . ect . enron . com [ 172 . 16 . 1 . 37 ] ) by  mailman . enron . com ( 8 . 8 . 8 / 8 . 8 . 8 / corp - 1 . 03 ) with esmtp id xaal 9726 for  ; fri , 28 jan 2000 23 : 00 : 07 gmt  received : from notes . ect . enron . com ( notes . ect . enron . com [ 172 . 16 . 4 . 33 ] ) by  dservl . ect . enron . com ( 8 . 8 . 8 / 8 . 8 . 8 ) with smtp id raa 24406 for  ; fri , 28 jan 2000 17 : 00 : 32 - 0600 ( cst )  received : by notes . ect . enron . com ( lotus smtp mta v 4 . 6 . 5 ( 863 . 2 5 - 20 - 19",legitimate
"Subject: re : f / u to dr . kaminski @ enron from iris mack  hi again ,  thank you for your email . sorry for the phone tag and email tag . i will  try to call you again next week .  in the mean time , i thought i would send you a couple of documents to give  you an idea of some of the work that i have done that may be of interest to  enron .  1 . the first word document is my london busines school executive mba  thesis relating to weather derivatives .  2 . the second word document describes a hybrid derivatives structure i i  workded on at bnp paribas . it has applications to the enerygy industry .  because these documents are very large i will forward them in two separate  emails . your comments on them would be appreciated .  happy thanksgiving ,  iris  > from : vince . j . kaminski @ enron . com  > to : irismmack @ hotmail . com  > cc : vkaminski @ aol . com  > subject : contact #  > date : wed , 22 nov 2000 08 : 10 : 12 - 0600  >  > iris ,  >  > yu can reach me on my cell phone d",legitimate
"Subject: ( no subject )
hey daren its me .
have you had any sleep lately ? ? ? ?
see ya at the beach .",legitimate
"Subject: re : fw : first delivery - rodessa operating co .
daren ,
i talked to vance and he said it was the same well that he nominated during
bidweek . i will ask julie to change the price to gas daily . thanks .
bob
daren j farmer
03 / 21 / 2001 01 : 18 pm
to : robert cotten / hou / ect @ ect
cc :
subject : re : fw : first delivery - rodessa operating co .
bob ,
i guess you need to make sure that this is the same well that they nominated
during bidweek . if it is , then we do need to change the price to gd . if it
is a new well behind the meter , you can either create a new deal ticket for
this piece , or create a pricing tier on the old ticket .
d
enron north america corp .
from : robert cotten 03 / 21 / 2001 11 : 42 am
to : daren j farmer / hou / ect @ ect
cc :
subject : fw : first delivery - rodessa operating co .
daren ,
please read this memo and the one dated 2 / 21 / 01 from vance . he told me all
new production should be entered at ifhsc . the deal in qu",legitimate
"Subject: you don _ t know how to attract customers to your website ?  submitting your website in search engines may increase  your online sales dramatically .  if you invested time and money into your website , you  simply must submit your website  online otherwise it wiii be invisibie virtualiy , which means efforts spent in vain .  lf you want  peopie to know about your website and boost your revenues , the oniy way to do  that is to  make your site visible in places  where peopie search for information , i . e .  submit your  website in multiple search enqines .  submit your website online  and watch visitors stream to your e - business .  best reqards ,  kaiiafox _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam
"Subject: re : eol phase 2  deal all ,  i have written the option pricing formula for european ( euro ) , american  ( amer ) and asian ( agc ) options .  i have also cited the references for each option . the function names in ( )  are the option models in the  enron exotica options library . you do not have to have outside programmer  to duplicate our work , since we have  constructed and tested these models .  if you have any questions , please let me know .  zimin  vince j kaminski  06 / 30 / 2000 02 : 31 pm  to : michael danielson / hou / ect @ ect  cc : stinson gibner / hou / ect @ ect , zimin lu / hou / ect @ ect , vince j  kaminski / hou / ect @ ect  subject : re : eol phase 2  michael ,  please , contact zimin lu .  vince kaminski  michael danielson  06 / 30 / 2000 01 : 10 pm  to : vince j kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect  cc : angela connelly / lon / ect @ ect , savita puthigai / na / enron @ enron  subject : eol phase 2  thanks for your help on con",legitimate
"Subject: july 2000 - hpl estimates and nominations
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 27 / 2000 09 : 32
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
06 / 27 / 2000 09 : 24 am
to : robert cotten / hou / ect @ ect
cc :
subject : july 2000 - hpl estimates and nominations
bob ,
please see eog ' s july nomination . you ' ll notice that it ' s about a 5 , 000 / d
increase .
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 06 / 27 / 2000
09 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
suzanne _ saldivar @ eogresources . com on 06 / 26 / 2000 04 : 36 : 50 pm
to : jaustin @ ect . enron . com , alannou @ ect . enron . com , crodrig @ enron . com ,
tacton @ enron . com , vance . l . taylor @ enron . com , mandy _ mackinnon @ enron . com ,
susan _ smith @ ect . com
cc : lee _ hileman % eogresources @ eogreso",legitimate
"Subject: follow - up meeting on wharton  it seems like several of you will be on vacation next week , so lets see if  we can do it this week . vince is available on thursday from 2 : 00 - 3 : 00 pm  or friday , from 1 : 30 - 2 : 30 pm .  do either one of these two times work ?  let me know .  thanks !  shirley  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 12 / 12 / 2000  10 : 56 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  shirley crenshaw  12 / 12 / 2000 09 : 20 am  to : christie patrick / hou / ect @ ect , james l bouillion / hou / ect @ ect , george  carrick / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : follow - up meeting on wharton  good morning everyone :  vince would like to schedule a follow - up meeting on wharton as soon as  we can agree on a time .  how does monday the 18 th look for you ? vince is free from 9 : 30 am -  11 : 30 am and from 1 : 00 pm - 4 : 0",legitimate
"Subject: re :  i was very pleased to get your note and wish that i could be of help with  respect to a phd program . unfortunately our only related program here is  in statistics . i would suggest that you contact professor sheridan titman  at the university of texas in austin .  good luck ,  john  at 05 : 31 pm 1 / 12 / 01 + 0600 , you wrote :  > dear mr . martin ,  > having visited your web page http : / / hsb . baylor . edu / html / martinj / i have  > found information about your research paper . i have a similar area of  > interests and i am keen to pursue a degree in finance program . i am  > especially interested in the following areas :  >  > 1 . valuation of the exotics style options  > 2 . credit portfolio models - assessment of the value at risk of a  > non - investment grade eurobonds portfolio and contributions of the  > individual assets to portfolio risk  > 3 . estimation of expected default frequency for individual default risk  >  > if you have any open ph . d . studen",legitimate
"Subject: information you requested from economic capital iconference  thank you for requesting information about our products during the registration  for the recent erisk iconference on economic capital .  please click on the link below to read an overview of our offerings in the  areas of analytics , consulting , and risk transfer :  note : if you can ' t open this pdf , you need to upgrade to the new version of adobe acrobat reader at  additional materials :  read a case study about implementation of our erisk analytics at cobank :  read a case study about implementation of p & c raroc at the st . paul companies :  if you would like to speak directly with an erisk representative ,  please contact angela isaac at aisaac @ erisk . com regarding consulting  and risk transfer projects and murray nash at mnash @ erisk . com to learn  more about our erisk analytics product .  regards ,  erisk client services  this is a one - time mailing only . to subscribe to our regular email  newslette",legitimate
"Subject: txu noms . for 10 / 3 / 2000
attached are the txu nomination for tuesday , oct . 3 , 2000 .
( see attached file : hpll 003 . xls )
- hpll 003 . xls",legitimate
"Subject: buy popular drugs online
online pharmacy - visit our online store and save .
save up to 80 % compared to normal rates .
all popular drugs are available !
- world wide shipping
- no doctor visits
- no prescriptions
- next day priority shipping
- discreet packaging
- buy in bulk and save !
we make it easier and faster than ever to get the prescriptions you
need .
go here : http : / / phenter . net / rx / phrm /
simply rx is your convenient , safe and private online source for
fda approved pharmacy prescriptions . we sell brand - name and exact
generic equivalents of us fda approved prescription drugs through
our fully - licensed overseas pharmacy . upon approval of your medical
information , a licensed physician will issue a free prescription
which can be filled and shipped to you in one business day .
no thanks : http : / / phenter . net / z . php",spam
"Subject: aiesec  vince ,  my name is shelly jones , i am the analyst recruiting manager for the  associate / analyst program . christy young passed on information from the  university of houston aiesec program . due to the restructuring of the  associate / analyst program and the new policies regarding the interview  process , compensation , offers , etc . , we will not be participating in the  aiesec program this year . due to your past interest in the program , i have  forwarded the literature on to you , via inter - office mail , for your  consideration .  please contact me if you have any questions .  thank you for your time .  shelly jones",legitimate
"Subject: tenaska iv
bob :
i understand from sandi that you ' ll be handling this in her absence today .
i ' ve numbered her questions in the attached e - mail and can provide the
following :
daren farmer to respond
daren farmer to respond
daren farmer to respond
daren farmer to respond
copies should go to :
nancy stivers
tenaska , inc .
1044 north 115 th street , suite 400
omaha , ne 68154 - 4446
fax : ( 402 ) 691 - 9717
larry pearson
tenaska , inc .
1044 north 115 th street , suite 400
omaha , ne 68154 - 4446
fax : ( 402 ) 691 - 9552
form and substance of the notices look fine . . . you should check with dan lyons
on the signatures .
- - - - - - - - - - - - - - - - - - - - - - forwarded by garrick hill / hou / ect on 09 / 29 / 2000 08 : 09
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sandi m braband on 09 / 28 / 2000 07 : 24 pm
to : robert walker / hou / ect @ ect
cc : garrick hill / hou / ect @ ect
subject : tenaska iv
bob ,
i intended ",legitimate
"Subject: same day change - hpl nom for november 11 , 2000
( see attached file : hplnl 111 . xls )
- hplnl 111 . xls",legitimate
"Subject: interview - credit derivatives  ? ? ? ? ? ? ?  ?  ? ? ? ? ? ? dear vince :  ?  ? ? ? ? ? ? thank you for the invitation yesterday . it was a pleasure to meet  you all and learn more about the group , it ' s structure and to some extent  what you are involved in . please extend my thanks to all of them .  ?  ? ? ? ? ? ? i am particularly interested in the credit swap trading platform  that enron has recently started . such a platform will provide unique  visibility into the credit markets . as you suggested i tried to learn more  about this from tanya . ? i would like to learn more and if possible meet other  people more directly linked to the effort .  ?  ? ? ? ? ? ? just simple instruments like credit swaps will require serious  modelling capability for the pricing and the hedging of these apparently  simple intruments . the market visibility i mention above can be explored  through credit derivatives trading successfully if enron possesses superior  ( vis a vis morgan stanle",legitimate
"Subject: just fyi  vince ,  please see below some of the ideas being bounced , fyi . please keep this  confidential .  the unused capacity in maharashtra should be dispatched on a merchant basis ,  on behalf of mseb to any customers outside mseb ' s current purview . i would  like us to look at the whole issue as one of mseb ' s poor credit , and hence (  as jeff pointed out on the call ) , one where we need to identify all deep  pockets in and out of maharashtra .  secondly , there is ( as shubh and i had pointed out ) the ability to evacuate  about 700 - 1000 mw to customers other than mseb . the challege is - at what  price , and in coordination with which agencies . as always , in india your  greatest challenge will be in dealing with govt . agencies .  another point to consider is that in - all we have about 5 - 7 customers  identified . will all the customers we have earmarked bite ? ? ? this is the  reason why systems need to be set up with a bulletin board on pricing 10 - 15  d",legitimate
"Subject: re : d - g energy  karla ,  the wording you have below sounds reasonable as we would only use the code  for internal valuation purposes .  i also checked with vince regarding the issues we discussed by phone  yesterday . he would like to specify a 2 day response time for the software  support . also , he would like to specify that the payment schedule be : 50 %  at time of initial contract and 50 % at the time when the software is  released . this would give them an incentive to release the software before  the full year is over if they want to accelerate the payment .  thanks again for all the help ,  stinson  from : karla feldman on 09 / 06 / 2000 10 : 30 am  to : stinson gibner / hou / ect @ ect  cc :  subject : d - g energy  stinson ,  while trying to put together the agreements for d - g energy , i have an  additional question :  i need to know exactly what yall plan to do with the source code once you  have it after the initial one year period is up ? there are still lim",legitimate
"Subject: equipment finance and leasing  contact us today for a free consultation on the many options  available to your company :  your equipment loan and lease specialist  www . . com  reuben adams  ra @ . com  ( 800 ) 539 - 5327 ext 209  keystone capital 2100 main st . , ste . 104 irvine , ca 92614 this e - mail message is an advertisement and / or solicitation .",spam
"Subject: viewing electronic pay stubs
effective with the november 15 payday , electronic viewing and printing of your direct deposit advice will be available on ehronline . this new feature allows you to view your pay information at a time convenient for you . later this year , you will be able to view this information from your home on your clickathome computer .
the following is information to help you view this document beginning on november 15 . to access and print your pay advice from ehronline :
1 . log - on to ehronline with your "" p "" number and password .
for more details on how to log - on to ehronline , see
step - by - step instructions at
2 . navigate to the pay advice using the following navigation
menus :
? pay information
? paycheck inquiry
3 . select the appropriate payroll period .
4 . click on the continue button .
5 . click on the payroll period link under the period heading ;
a new window opens .
6 . select the open this file from its current location ",legitimate
"Subject: meeting at wharton  i am out of the office next week . please send details on the meeting at  wharton to my assistant , danielle dees . she will make my travel  arrangements . i believe you were recommending a hotel as well .",legitimate
"Subject: delivered : re : enron bid , cps rfq 14886 - bid clarification / quest
ions
> your message
to : bswilliams @ cps - satx . com ; dfarmer @ enron . com
cc : pawiatrek @ cps - satx . com ; ddmcwhirter @ cps - satx . com ;
mdwerner @ cps - satx . com
subject : re : enron bid , cps rfq 14886 - bid clarification / questions
sent : thu , 12 jul 2001 15 : 47 : 26 - 0500
was delivered to the following recipient ( s ) :
williams , barry s . on thu , 12 jul 2001 15 : 48 : 02 - 0500
message - id :
from : daren . j . farmer @ enron . com
to : bswilliams @ cps - satx . com , dfarmer @ enron . com
cc : pawiatrek @ cps - satx . com , ddmcwhirter @ cps - satx . com , mdwerner @ cps - satx . com
subject : re : enron bid , cps rfq 14886 - bid clarification / questions
date : thu , 12 jul 2001 15 : 47 : 26 - 0500
return - receipt - to : daren . j . farmer @ enron . com
mime - version : 1 . 0
x - mailer : internet mail service ( 5 . 5 . 2653 . 19 )
x - ms - embedded - report :
",legitimate
"Subject: the main list should be :  michael farmer - ceo merchanting ( michael . farmer @ mgmcc . co . uk )  thomas boettcher ( thomas . boettcher @ mgmcc . co . uk )  michael hutchinson - chairman mg ltd ( michael . hutchinson @ mgltd . co . uk )  tim jones - md mg ltd - head of trading ( tim . jones @ mgltd . co . uk )  russell plackett - head of options trading ( russell . plackett @ mgltd . co . uk )  christian schirmeister - director of marketing  ( christian . schirmeister @ mgltd . co . uk )  alex heath - it development ( alex . heath @ mgltd . co . uk )  phil bacon - head of concentrates trading ( philip . bacon @ mgusa . com )  jo robertson - senior executive ( joe . robertson @ mgusa . com )  tom mckeever - chairman mg plc ( tom . mckeever @ mgplc . co . uk )  regards  vince j kaminski  07 / 07 / 2000 22 : 04  to : lloyd fleming / lon / ect @ ect  cc : maureen raymond / hou / ect @ ect , vince j kaminski / hou / ect @ ect  subject : re :  lloyd ,  yes , this would be very use",legitimate
"Subject: re : conference room  kevin  yes , it ' s a good idea .  vince  kevin g moore  02 / 18 / 2000 06 : 56 am  to : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , mike a  roberts / hou / ect @ ect  cc :  subject : conference room  goodmorning vince ,  we added a bookcase to the conference room on the 19 th floor  however , due to the departments growth i think we could use  another one .  vince , in the long run it would save us some time .  please let me know if this is okay !  thanks  kevin  moore",legitimate
"Subject: enron / hpl actuals for august 9 , 2000
teco tap 20 . 000 / enron ; 44 . 167 / hpl iferc
ls hpl lsk ic 20 . 000 / enron",legitimate
"Subject: meter # 1591 lamay gaslift
daren - meter 1591 has never flowed the entire nom . this meter is has been
over nominated . it has had a nom of 1 . 000 / day ( 429 . 000 total mmbtus ) since
1 / 28 / 99 and has flowed only 11 . 692 . am i correct to say that this meter
needs a lower nom ? please let me know if i should look out for a lower nom
in may . pat seems to think this may be affecting the p / l for april . we only
have estimates / actuals of zero on 4 / 1 & 4 / 2 .
please let me know if this makes sense .
- aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 04 / 24 / 2000 12 : 50
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : pat clynes @ enron 04 / 24 / 2000 12 : 43 pm
to : aimee lannou / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : meter # 1591 lamay gaslift
aimee ,
please check meter # 1591 lamay gas lift . it doesn ' t appear to have very much
flow a",legitimate
"Subject: re : new turn - on range resources
vance ,
a ticket has been created and entered in sitara based on the information
below . the deal number is 287507 . thanks .
bob
vance l taylor
06 / 02 / 2000 10 : 23 am
to : tom acton / corp / enron @ enron , robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , heidi withers / hou / ect @ ect , julie
meyers / hou / ect @ ect , susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect ,
melissa graves / hou / ect @ ect
subject : new turn - on range resources
robert / tom ,
the following production commenced to flow earlier in the week and a ticket
should be created and entered into sitara based on the following :
counterparty meter volumes price period
range resources corporation 9832 350 mmbtu / d 100 % gasdaily less $ 0 . 18 5 / 30
- 5 / 31
fyi , susan will create and submit a committed reserves firm ticket for june
and for the remaining term of the deal beginning with the month of july once
sh",legitimate
"Subject: a paper of mine  vince ,  i have written a paper , which supposedly is going to be published in the  february 2000 issue of eprm , probably after some editorial cuts ( at least  this is what i am being told by them ) . i would appreciate your thoughts if  you would have time to read it .  regards ,  martin  - userconf . doc",legitimate
