tweet_id,text,airline_sentiment,airline,text_len,clean_text,clean_text_no_hashtag_emoji,challenge_types,has_challenge
570274417546113025,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",neutral,US Airways,124,"<USER> I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#","<USER> I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",['domain'],True
569021943828983808,@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,neutral,Southwest,140,<USER> I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,<USER> I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,['domain'],True
568246970126438400,@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,neutral,US Airways,136,<USER> I found a flight I want on <USER>. Is my <USER> AA Advantage # applicable to earn miles on it since you're merging?,<USER> I found a flight I want on <USER>. Is my <USER> AA Advantage # applicable to earn miles on it since you're merging?,['domain'],True
569939458965032963,"@JetBlue Awww man...but I need to buy this ticket today and be home the 1st of March

Where do I go for this...or can you assist me ?",neutral,Delta,133,<USER> Awww man...but I need to buy this ticket today and be home the 1st of March Where do I go for this...or can you assist me ?,<USER> Awww man...but I need to buy this ticket today and be home the 1st of March Where do I go for this...or can you assist me ?,['elongation'],True
568604899870711808,@SouthwestAir give me tickets to atlanta! I would do anything!  Anything 😆,neutral,Southwest,74,<USER> give me tickets to atlanta! I would do anything! Anything 😆,<USER> give me tickets to atlanta! I would do anything! Anything,['emoji-heavy'],True
569666428388958209,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,neutral,United,95,<USER> left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,<USER> left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,['domain'],True
568307768551026688,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,neutral,Virgin America,103,<USER> Atlantic ploughs a lone furrow in the #MiddleEast <URL> <USER>,<USER> Atlantic ploughs a lone furrow in the <URL> <USER>,['hashtag'],True
570065037231927296,@united where is my flight voucher?,neutral,United,35,<USER> where is my flight voucher?,<USER> where is my flight voucher?,['domain'],True
569181501830656000,@USAirways how do you have only 1 flight into lexington this afternoon with the #1 @KentuckyMBB playing a big game tonight?  #DoBetter,neutral,US Airways,134,<USER> how do you have only 1 flight into lexington this afternoon with the #1 <USER> playing a big game tonight? #DoBetter,<USER> how do you have only 1 flight into lexington this afternoon with the <USER> playing a big game tonight?,"['hashtag', 'domain']",True
568904684561408000,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv,neutral,United,124,<USER> please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 <URL>,<USER> please tell me I'm going to make my connecting flight from O'hare to <URL>,"['emoji-heavy', 'hashtag', 'domain']",True
569956658199134208,@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,neutral,American,107,<USER> is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,<USER> is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,['domain'],True
569613611510960128,@AmericanAir Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.,neutral,American,83,<USER> Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.,<USER> Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.,['domain'],True
569604469324967938,"@JetBlue is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add @HawaiianAir to my JB Flight Booking Problems ?",neutral,Delta,153,"<USER> is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add <USER> to my JB Flight Booking Problems ?","<USER> is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add <USER> to my JB Flight Booking Problems ?",['domain'],True
569970775517741056,"@AmericanAir Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!",neutral,American,138,"<USER> Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!","<USER> Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!",['negation'],True
570271574462369793,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",neutral,American,121,"<USER> we are off to Kax premium. Hoping this flight is better food, TV now I know how to work it and service. Tnx","<USER> we are off to Kax premium. Hoping this flight is better food, TV now I know how to work it and service. Tnx",['domain'],True
568525567575744512,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?,neutral,United,133,<USER> how do you go fr Silver Elite for two straight years to group 5 all the time? I get no group 2 but maybe 3 or 4? What's up?,<USER> how do you go fr Silver Elite for two straight years to group 5 all the time? I get no group 2 but maybe 3 or 4? What's up?,['negation'],True
567797955202416641,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!,neutral,United,61,<USER> <USER> like 2 weeks after my flight!?!? Creative!,<USER> <USER> like 2 weeks after my flight!?!? Creative!,['domain'],True
569865352986951680,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S",neutral,Southwest,62,"<USER> How do I get a companion pass??? Thanks, Lin S","<USER> How do I get a companion pass??? Thanks, Lin S",['elongation'],True
570263313306615810,"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?",neutral,American,167,"<USER> When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?","<USER> When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?",['domain'],True
568483491819753472,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,neutral,Virgin America,68,Bruh “<USER>: <USER> Turn down for what. #VXSafetyDance”,Bruh “<USER>: <USER> Turn down for what. ”,['hashtag'],True
568526769373859841,"@SouthwestAir CEO Gary Kelly, ""You all are absolutely my heroes!"" #SouthwestRally #BWI #bestemployees #swaculture http://t.co/JTxyHQHfJJ",neutral,Southwest,136,"<USER> CEO Gary Kelly, ""You all are absolutely my heroes!"" #SouthwestRally #BWI #bestemployees #swaculture <URL>","<USER> CEO Gary Kelly, ""You all are absolutely my heroes!"" <URL>",['hashtag'],True
570130792443039744,@AmericanAir yes. No one is answering and I'm on a train,neutral,American,56,<USER> yes. No one is answering and I'm on a train,<USER> yes. No one is answering and I'm on a train,['negation'],True
568515166410653696,@SouthwestAir will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!,neutral,Southwest,114,<USER> will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!,<USER> will you ever have a nonstop from to ?? We'll take or too! Pleaseeeeee thank you!,"['hashtag', 'elongation']",True
567992830943223808,"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",neutral,Delta,130,"<USER> <USER> drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat <URL> RT","<USER> <USER> drops a new video off the upcoming project , produced by YpOnTheBeat <URL> RT",['hashtag'],True
570128847439417344,@AmericanAir just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again😞,neutral,American,103,<USER> just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again😞,<USER> just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again,"['emoji-heavy', 'domain']",True
569600599588630529,@AmericanAir please help us get home tomorrow!!!!!,neutral,American,50,<USER> please help us get home tomorrow!!!!!,<USER> please help us get home tomorrow!!!!!,['elongation'],True
569860989400649729,@united I've got a campus visit in an hour and I'm still wearing the same clothes...,neutral,United,84,<USER> I've got a campus visit in an hour and I'm still wearing the same clothes...,<USER> I've got a campus visit in an hour and I'm still wearing the same clothes...,['elongation'],True
570275536406253568,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,neutral,American,134,<USER> origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,<USER> origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,['domain'],True
569940702425169920,No. RT @JetBlue Our fleet's on fleek.,neutral,Delta,37,No. RT <USER> Our fleet's on fleek.,No. RT <USER> Our fleet's on fleek.,['negation'],True
570255224155348992,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",neutral,US Airways,126,"<USER> Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀","<USER> Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here...","['emoji-heavy', 'elongation']",True
568894996683870208,@united or frontier ... http://t.co/n8WiNFu6C5,neutral,United,46,<USER> or frontier ... <URL>,<USER> or frontier ... <URL>,['elongation'],True
568138258108051457,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?,neutral,United,130,<USER> my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?,<USER> my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?,['domain'],True
568210087212388353,@SouthwestAir @Imaginedragons any info on #DestinationDragons ?? me &amp; @sammi_jon3s need to know..,neutral,Southwest,101,<USER> <USER> any info on #DestinationDragons ?? me &amp; <USER> need to know..,<USER> <USER> any info on ?? me &amp; <USER> need to know..,['hashtag'],True
568053507179163648,@USAirways How long does it take to receive ticket # from @AmericanAir for itin booked via http://t.co/79waJk7EyT on US flights?,neutral,US Airways,128,<USER> How long does it take to receive ticket # from <USER> for itin booked via <URL> on US flights?,<USER> How long does it take to receive ticket # from <USER> for itin booked via <URL> on US flights?,['domain'],True
569938090510454784,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?",neutral,Delta,80,<USER> ....you haven't got me just yet Can a 1 way LAX-NYC cost me under 190?,<USER> ....you haven't got me just yet Can a 1 way LAX-NYC cost me under 190?,['elongation'],True
567794573495250944,"@united No, I do not. I was only given a Flight Booking Problems reference number.",neutral,United,82,"<USER> No, I do not. I was only given a Flight Booking Problems reference number.","<USER> No, I do not. I was only given a Flight Booking Problems reference number.","['negation', 'domain']",True
567899604605218816,@SouthwestAir snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night,neutral,Southwest,138,<USER> snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night,<USER> snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night,['domain'],True
570250053710819328,@united thanks for the info I already knew...,neutral,United,45,<USER> thanks for the info I already knew...,<USER> thanks for the info I already knew...,['elongation'],True
567805458053099520,@JetBlue No not yet. I will notify them. I'm new at this! 😊,neutral,Delta,59,<USER> No not yet. I will notify them. I'm new at this! 😊,<USER> No not yet. I will notify them. I'm new at this!,"['negation', 'emoji-heavy']",True
569988078015815680,"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday",neutral,United,95,<USER> will not have to honor absurdly low mistake fares. <URL> vía <USER>,<USER> will not have to honor absurdly low mistake fares. <URL> vía <USER>,['negation'],True
569998842579566592,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,neutral,Southwest,144,<USER> Could you maybe hook (<USER> ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,<USER> Could you maybe hook (<USER> ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go,['elongation'],True
567745507834220546,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,neutral,US Airways,138,<USER> is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,<USER> is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM,['domain'],True
567734115899027457,@SouthwestAir - any update on flights in to BNA today?,neutral,Southwest,54,<USER> - any update on flights in to BNA today?,<USER> - any update on flights in to BNA today?,['domain'],True
569669669948424192,@AmericanAir @superyan I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,neutral,American,129,<USER> <USER> I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,<USER> <USER> I did hear a last call for boarding of this flight when I was at JFK a few hours ago. good luck w/flights!,['domain'],True
569552374882299904,@united what's the status of flight 1008 Bogotá-Houston?,neutral,United,56,<USER> what's the status of flight 1008 Bogotá-Houston?,<USER> what's the status of flight 1008 Bogotá-Houston?,['domain'],True
569912888866906112,@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher,neutral,American,101,<USER> this receipt doesn't show the evoucher value nor does it mention having used an evoucher,<USER> this receipt doesn't show the evoucher value nor does it mention having used an evoucher,['negation'],True
568454694756069376,@united @perfectomobile Definately not an award for employer of the year #united13,neutral,United,82,<USER> <USER> Definately not an award for employer of the year #united13,<USER> <USER> Definately not an award for employer of the year,"['negation', 'hashtag']",True
568841528455659520,@united I looked on the email chain and there is not one,neutral,United,56,<USER> I looked on the email chain and there is not one,<USER> I looked on the email chain and there is not one,['negation'],True
568751647809273856,"@JetBlue Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown",neutral,Delta,139,"<USER> Spent most of the winter in NNY with Mom, JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown","<USER> Spent most of the winter in NNY with Mom, JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm",['hashtag'],True
569524522291892226,@USAirways i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,neutral,US Airways,137,<USER> i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,<USER> i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,['elongation'],True
570012849067720704,"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that.",neutral,Delta,137,"<USER> No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that.","<USER> No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that.","['negation', 'elongation']",True
570086434410930176,@AmericanAir do you have hand sanitizer in the bathrooms on your flights?,neutral,American,73,<USER> do you have hand sanitizer in the bathrooms on your flights?,<USER> do you have hand sanitizer in the bathrooms on your flights?,['domain'],True
567821528424845312,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",positive,Delta,133,"<USER> we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.","<USER> we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.","['slang', 'domain']",True
568215213620637696,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,positive,United,108,<USER> is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,<USER> is officially my favorite airline. They have created magic for me all day!!!,"['hashtag', 'elongation']",True
570031379456643072,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,positive,United,138,<USER> THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,<USER> THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2?,"['hashtag', 'slang']",True
568248245563969536,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,positive,United,105,<USER> I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,<USER> I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,['domain'],True
569306524155310080,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.",positive,Southwest,130,"<USER> <USER> Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.","<USER> <USER> Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.",['elongation'],True
568584029106266113,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!,positive,Southwest,74,<USER> thanks for adding straight flights from Columbus to Oakland!,<USER> thanks for adding straight flights from Columbus to Oakland!,['domain'],True
569634077571051521,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),positive,American,125,<USER> Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),<USER> Flight attendant provided excellent service among peculiar conditions throughout the day :-),"['emoji-heavy', 'hashtag', 'domain']",True
569645065792069632,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,positive,United,115,<USER> can Cancelled Flight my flight anytime if this is where they keep me for the night.. <URL>,<USER> can Cancelled Flight my flight anytime if this is where they keep me for the night.. <URL>,['domain'],True
568807823187976193,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,positive,Delta,96,<USER> I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX <URL>,<USER> I'm on my to <URL>,['hashtag'],True
567737598115082241,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc,positive,US Airways,74,<USER> #crew keeping safety top of mind in CLT. <URL>,<USER> keeping safety top of mind in CLT. <URL>,['hashtag'],True
569589643487928321,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,positive,American,106,<USER> Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK <URL>,<USER> Flight 236 was great. Fantastic cabin crew. A+ landing. <URL>,"['hashtag', 'domain']",True
569482685061554176,@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,positive,Southwest,135,<USER> great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,<USER> great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.,['domain'],True
567813189334790144,@SouthwestAir About time...and just in time for my next flight Thursday.,positive,Southwest,72,<USER> About time...and just in time for my next flight Thursday.,<USER> About time...and just in time for my next flight Thursday.,"['elongation', 'domain']",True
568815689684815873,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,positive,Virgin America,134,<USER> loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,<USER> loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again.,"['hashtag', 'elongation', 'domain']",True
570268875872473088,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.,positive,American,89,<USER> I was happy to purchase the upgrade. If only it was avail on my next flight.,<USER> I was happy to purchase the upgrade. If only it was avail on my next flight.,['domain'],True
569136050951622656,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,positive,US Airways,104,<USER> a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,<USER> a big thanks to the gate agent flt5127..keeping us informed of the delay,"['hashtag', 'domain']",True
568195292803129345,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,positive,Virgin America,74,<USER> this is too cool! Never been on ur planes but now I will!!,<USER> this is too cool! Never been on ur planes but now I will!!,"['negation', 'slang']",True
570070659130220544,@SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,positive,Southwest,101,<USER> 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,<USER> on that Late Flightst ad. Makes me happy to be flying you in a few days.,"['emoji-heavy', 'hashtag', 'elongation', 'domain']",True
568749045528842240,@USAirways thank you for refunding me on my baggage ! really appreciate it,positive,US Airways,74,<USER> thank you for refunding me on my baggage ! really appreciate it,<USER> thank you for refunding me on my baggage ! really appreciate it,['domain'],True
568440527328120832,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,positive,Southwest,142,<USER> <USER> Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches! #custexp,<USER> <USER> Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!,"['hashtag', 'domain']",True
569806083981758464,@AmericanAir thanks. They did not charge anything in the end so all is good.,positive,American,76,<USER> thanks. They did not charge anything in the end so all is good.,<USER> thanks. They did not charge anything in the end so all is good.,['negation'],True
569162276403609600,@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,positive,Southwest,125,<USER> your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,<USER> your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,['domain'],True
568274752864948224,@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying,positive,Southwest,84,<USER> can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying,<USER> can i get tiks for omg id love to! Plz im dying,"['emoji-heavy', 'hashtag', 'slang']",True
568531020267458561,@SouthwestAir thank you! ❤️❤️❤️ you guys!,positive,Southwest,41,<USER> thank you! ❤️❤️❤️ you guys!,<USER> thank you! you guys!,['emoji-heavy'],True
570220968435716097,"@USAirways Waiting on my flight right now, thanks!!",positive,US Airways,51,"<USER> Waiting on my flight right now, thanks!!","<USER> Waiting on my flight right now, thanks!!",['domain'],True
570271574462369793,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",positive,American,121,"<USER> we are off to Kax premium. Hoping this flight is better food, TV now I know how to work it and service. Tnx","<USER> we are off to Kax premium. Hoping this flight is better food, TV now I know how to work it and service. Tnx",['domain'],True
570227706140323840,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,positive,Delta,139,<USER> A320 pulling into the gate as the sunrises here at <USER> this morning #jetbluesofly #jetblue #airbus <URL>,<USER> A320 pulling into the gate as the sunrises here at <USER> this morning <URL>,"['hashtag', 'domain']",True
569644697309872128,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,positive,Southwest,133,<USER> thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,<USER> thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,['domain'],True
569984789798899712,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,positive,US Airways,82,<USER> THANK YOU for resolving the issue. On direct flight to sfo from <USER>,<USER> THANK YOU for resolving the issue. On direct flight to sfo from <USER>,['domain'],True
568573889359556608,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?",positive,United,133,"<USER> Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?","<USER> Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?",['domain'],True
568589740833939456,@SouthwestAir It was the usually excellent SWA flight!,positive,Southwest,54,<USER> It was the usually excellent SWA flight!,<USER> It was the usually excellent SWA flight!,['domain'],True
568639461648502784,"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",positive,Southwest,84,"<USER> Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜","<USER> Flying with you in about 2 weeks, bringing blankets bc it's freezing!",['emoji-heavy'],True
569951211471962112,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,positive,Delta,113,<USER> shows us their sense of humor with these tongue-in-cheek flight etiquette videos: <URL>,<USER> shows us their sense of humor with these tongue-in-cheek flight etiquette videos: <URL>,['domain'],True
568848928466198530,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,positive,United,115,<USER> since when did you get so good again! 4 transcontinental flights in 72h. What a pleasure/relief you were.,<USER> since when did you get so good again! 4 transcontinental flights in 72h. What a pleasure/relief you were.,['domain'],True
569670402223562752,@SouthwestAir YES please....How do we get that companion pass?,positive,Southwest,62,<USER> YES please....How do we get that companion pass?,<USER> YES please....How do we get that companion pass?,['elongation'],True
568854763057475584,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),positive,Delta,100,<USER> <USER> ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),<USER> <USER> ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),['negation'],True
570036932270358528,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain",positive,United,128,"<USER> captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard. #funnycaptain","<USER> captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.","['negation', 'hashtag', 'elongation']",True
570058986025672704,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,positive,United,135,<USER> Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff <URL>,<USER> Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! <URL>,"['emoji-heavy', 'hashtag']",True
568973348840943616,@JetBlue thanks for letting us know. Hoping for no more delays!,positive,Delta,63,<USER> thanks for letting us know. Hoping for no more delays!,<USER> thanks for letting us know. Hoping for no more delays!,"['negation', 'domain']",True
568832682269888512,@united of course not. The inflight crew was great!,positive,United,51,<USER> of course not. The inflight crew was great!,<USER> of course not. The inflight crew was great!,"['negation', 'domain']",True
569209566715469824,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,positive,Virgin America,80,<USER> You have the best flight attendant ever!!! <URL>,<USER> You have the best flight attendant ever!!! <URL>,"['elongation', 'domain']",True
569257818789978113,@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,positive,United,102,<USER> thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,<USER> thank you for compensating us for our 4 lost bags. We will fly with you again!,['hashtag'],True
570209843199524864,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,positive,Southwest,146,<USER> - We left iPad in a seat pocket. Filed lost item report. Received it exactly 1 week Late Flightr. Is that a record? #unbelievable,<USER> - We left iPad in a seat pocket. Filed lost item report. Received it exactly 1 week Late Flightr. Is that a record?,"['hashtag', 'domain']",True
568569662717313024,@JetBlue thanks so much!! ❤️✨ very relaxing flight!,positive,Delta,51,<USER> thanks so much!! ❤️✨ very relaxing flight!,<USER> thanks so much!! very relaxing flight!,"['emoji-heavy', 'domain']",True
568827958527275008,@SouthwestAir shhhh i don't want something else to steal our deal😉,positive,Southwest,66,<USER> shhhh i don't want something else to steal our deal😉,<USER> shhhh i don't want something else to steal our deal,"['emoji-heavy', 'elongation']",True
